speaker,text,date,year,debate_id,predicted_fallacy_meta.llama-3-2-3b-instruct
Joe Biden,that is not true.,2020-10-22,2020,2020_October_22_2020,None
Welker,"president trump, on china policy, though. what are you gonna do? what specifically are you going to do to make china pay? youve said youre going to make them pay.",2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,"first of all, china is paying. theyre paying billions and billions of dollars. i just gave 28 billion.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,new sanctions?,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,i just gave 28 billion to our farmers.,2020-10-22,2020,2020_October_22_2020,None
Joe Biden,taxpayers money.,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,its what?,2020-10-22,2020,2020_October_22_2020,None
Joe Biden,taxpayers money.,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"no, you know who the taxpayer is. its called china.",2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,"china paid 28 billion and you know what they did to pay it, joe? they devalued their currency and they also paid up, and you know who got the money? our farmers. our great farmers, because they were targeted. you never charge them anything. also, i charged them 25 on dumped steel, because they were killing our steel industry. we were not going to have a steel industry, and now we have a steel industry.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"ok, vice president biden, your response, please?",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"my response is look, this isnt about  theres a reason why hes bringing up all this malarkey. theres a reason for it. he doesnt want to talk about the substantive issues. its not about his family and my family. its about your family, and your familys hurting badly. if youre making less than, if youre a middle class family, youre getting hurt badly right now. youre sitting at the kitchen table this morning deciding, well, we cant get new tires, theyre bald, because we have to wait another month or so. or are we going to be able to pay the mortgage? whos going to tell her, she cant go back to community college? theyre the decisions youre making in the middle class families like i grew up in scranton and claymont. theyre in trouble. we should be talking about your families but thats the last thing he wants to talk about.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,i want to talk about north korea,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"that is a typical statement. excuse me, just for one second, please.",2020-10-22,2020,2020_October_22_2020,None
Welker,"10 seconds, mr. president, 10 seconds.",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"thats a typical political statement. lets get off this china thing, and then he looks  the family, around the table, everything. just a typical politician when i see that.",2020-10-22,2020,2020_October_22_2020,ad hominem
